#  i        E [GeV]   yield [GeV^-1 ann^-1]
   1   0.209426E-07   0.000000E+00
   2   0.229631E-07   0.000000E+00
   3   0.251785E-07   0.000000E+00
   4   0.276077E-07   0.000000E+00
   5   0.302712E-07   0.000000E+00
   6   0.331917E-07   0.000000E+00
   7   0.363940E-07   0.000000E+00
   8   0.399052E-07   0.000000E+00
   9   0.437552E-07   0.000000E+00
  10   0.479767E-07   0.000000E+00
  11   0.526054E-07   0.000000E+00
  12   0.576806E-07   0.000000E+00
  13   0.632456E-07   0.000000E+00
  14   0.693474E-07   0.000000E+00
  15   0.760379E-07   0.000000E+00
  16   0.833739E-07   0.000000E+00
  17   0.914176E-07   0.000000E+00
  18   0.100237E-06   0.000000E+00
  19   0.109908E-06   0.000000E+00
  20   0.120512E-06   0.000000E+00
  21   0.132139E-06   0.000000E+00
  22   0.144887E-06   0.000000E+00
  23   0.158866E-06   0.000000E+00
  24   0.174193E-06   0.000000E+00
  25   0.190999E-06   0.000000E+00
  26   0.209426E-06   0.000000E+00
  27   0.229631E-06   0.000000E+00
  28   0.251785E-06   0.000000E+00
  29   0.276077E-06   0.000000E+00
  30   0.302712E-06   0.000000E+00
  31   0.331917E-06   0.000000E+00
  32   0.363940E-06   0.000000E+00
  33   0.399052E-06   0.870651E-02
  34   0.437552E-06   0.111166E-01
  35   0.479767E-06   0.000000E+00
  36   0.526054E-06   0.000000E+00
  37   0.576806E-06   0.000000E+00
  38   0.632456E-06   0.000000E+00
  39   0.693474E-06   0.300605E-02
  40   0.760379E-06   0.822464E-02
  41   0.833739E-06   0.833440E-03
  42   0.914176E-06   0.000000E+00
  43   0.100237E-05   0.346613E-02
  44   0.109908E-05   0.442560E-02
  45   0.120512E-05   0.000000E+00
  46   0.132139E-05   0.000000E+00
  47   0.144887E-05   0.671432E-02
  48   0.158866E-05   0.437395E-02
  49   0.174193E-05   0.119673E-02
  50   0.190999E-05   0.400191E-02
  51   0.209426E-05   0.630417E-02
  52   0.229631E-05   0.605207E-02
  53   0.251785E-05   0.110391E-01
  54   0.276077E-05   0.151017E-01
  55   0.302712E-05   0.130843E-01
  56   0.331917E-05   0.690857E-02
  57   0.363940E-05   0.706441E-02
  58   0.399052E-05   0.609456E-02
  59   0.437552E-05   0.666997E-02
  60   0.479767E-05   0.104281E-01
  61   0.526054E-05   0.116240E-01
  62   0.576806E-05   0.116855E-01
  63   0.632456E-05   0.988819E-02
  64   0.693474E-05   0.711431E-02
  65   0.760379E-05   0.539171E-02
  66   0.833739E-05   0.109181E-01
  67   0.914176E-05   0.904526E-02
  68   0.100237E-04   0.100518E-01
  69   0.109908E-04   0.115698E-01
  70   0.120512E-04   0.107824E-01
  71   0.132139E-04   0.857160E-02
  72   0.144887E-04   0.935209E-02
  73   0.158866E-04   0.113723E-01
  74   0.174193E-04   0.123662E-01
  75   0.190999E-04   0.118966E-01
  76   0.209426E-04   0.153623E-01
  77   0.229631E-04   0.136777E-01
  78   0.251785E-04   0.143509E-01
  79   0.276077E-04   0.161588E-01
  80   0.302712E-04   0.173309E-01
  81   0.331917E-04   0.183182E-01
  82   0.363940E-04   0.181956E-01
  83   0.399052E-04   0.190673E-01
  84   0.437552E-04   0.190729E-01
  85   0.479767E-04   0.179741E-01
  86   0.526054E-04   0.228386E-01
  87   0.576806E-04   0.269609E-01
  88   0.632456E-04   0.266432E-01
  89   0.693474E-04   0.268039E-01
  90   0.760379E-04   0.301936E-01
  91   0.833739E-04   0.298038E-01
  92   0.914176E-04   0.307919E-01
  93   0.100237E-03   0.315764E-01
  94   0.109908E-03   0.331035E-01
  95   0.120512E-03   0.355935E-01
  96   0.132139E-03   0.359534E-01
  97   0.144887E-03   0.369480E-01
  98   0.158866E-03   0.394749E-01
  99   0.174193E-03   0.417977E-01
 100   0.190999E-03   0.425839E-01
 101   0.209426E-03   0.424204E-01
 102   0.229631E-03   0.445191E-01
 103   0.251785E-03   0.468472E-01
 104   0.276077E-03   0.486098E-01
 105   0.302712E-03   0.498832E-01
 106   0.331917E-03   0.530474E-01
 107   0.363940E-03   0.553487E-01
 108   0.399052E-03   0.566359E-01
 109   0.437552E-03   0.579636E-01
 110   0.479767E-03   0.599459E-01
 111   0.526054E-03   0.617408E-01
 112   0.576806E-03   0.632111E-01
 113   0.632456E-03   0.649764E-01
 114   0.693474E-03   0.670148E-01
 115   0.760379E-03   0.692588E-01
 116   0.833739E-03   0.721526E-01
 117   0.914176E-03   0.745489E-01
 118   0.100237E-02   0.747019E-01
 119   0.109908E-02   0.753111E-01
 120   0.120512E-02   0.780087E-01
 121   0.132139E-02   0.799835E-01
 122   0.144887E-02   0.812755E-01
 123   0.158866E-02   0.827858E-01
 124   0.174193E-02   0.845836E-01
 125   0.190999E-02   0.864055E-01
 126   0.209426E-02   0.875145E-01
 127   0.229631E-02   0.885875E-01
 128   0.251785E-02   0.895300E-01
 129   0.276077E-02   0.904173E-01
 130   0.302712E-02   0.912707E-01
 131   0.331917E-02   0.920829E-01
 132   0.363940E-02   0.925453E-01
 133   0.399052E-02   0.937700E-01
 134   0.437552E-02   0.948169E-01
 135   0.479767E-02   0.949950E-01
 136   0.526054E-02   0.952731E-01
 137   0.576806E-02   0.955612E-01
 138   0.632456E-02   0.960006E-01
 139   0.693474E-02   0.964537E-01
 140   0.760379E-02   0.967394E-01
 141   0.833739E-02   0.967905E-01
 142   0.914176E-02   0.968958E-01
 143   0.100237E-01   0.970888E-01
 144   0.109908E-01   0.973730E-01
 145   0.120512E-01   0.976461E-01
 146   0.132139E-01   0.976501E-01
 147   0.144887E-01   0.978219E-01
 148   0.158866E-01   0.979506E-01
 149   0.174193E-01   0.980573E-01
 150   0.190999E-01   0.981381E-01
 151   0.209426E-01   0.981925E-01
 152   0.229631E-01   0.984058E-01
 153   0.251785E-01   0.984648E-01
 154   0.276077E-01   0.985047E-01
 155   0.302712E-01   0.986113E-01
 156   0.331917E-01   0.987393E-01
 157   0.363940E-01   0.985380E-01
 158   0.399052E-01   0.984999E-01
 159   0.437552E-01   0.985177E-01
 160   0.479767E-01   0.984419E-01
 161   0.526054E-01   0.984517E-01
 162   0.576806E-01   0.985603E-01
 163   0.632456E-01   0.986156E-01
 164   0.693474E-01   0.985164E-01
 165   0.760379E-01   0.982579E-01
 166   0.833739E-01   0.982980E-01
 167   0.914176E-01   0.983387E-01
 168   0.100237E+00   0.983427E-01
 169   0.109908E+00   0.982548E-01
 170   0.120512E+00   0.980429E-01
 171   0.132139E+00   0.979252E-01
 172   0.144887E+00   0.980507E-01
 173   0.158866E+00   0.979842E-01
 174   0.174193E+00   0.978268E-01
 175   0.190999E+00   0.976632E-01
 176   0.209426E+00   0.974734E-01
 177   0.229631E+00   0.974063E-01
 178   0.251785E+00   0.973296E-01
 179   0.276077E+00   0.971565E-01
 180   0.302712E+00   0.968445E-01
 181   0.331917E+00   0.966242E-01
 182   0.363940E+00   0.964129E-01
 183   0.399052E+00   0.961496E-01
 184   0.437552E+00   0.958047E-01
 185   0.479767E+00   0.953522E-01
 186   0.526054E+00   0.949133E-01
 187   0.576806E+00   0.944846E-01
 188   0.632456E+00   0.939400E-01
 189   0.693474E+00   0.932866E-01
 190   0.760379E+00   0.925236E-01
 191   0.833739E+00   0.916903E-01
 192   0.914176E+00   0.907806E-01
 193   0.100237E+01   0.897385E-01
 194   0.109908E+01   0.885933E-01
 195   0.120512E+01   0.873496E-01
 196   0.132139E+01   0.859942E-01
 197   0.144887E+01   0.845161E-01
 198   0.158866E+01   0.829162E-01
 199   0.174193E+01   0.811796E-01
 200   0.190999E+01   0.792988E-01
 201   0.209426E+01   0.773458E-01
 202   0.229631E+01   0.752804E-01
 203   0.251785E+01   0.731367E-01
 204   0.276077E+01   0.709011E-01
 205   0.302712E+01   0.685622E-01
 206   0.331917E+01   0.661542E-01
 207   0.363940E+01   0.637113E-01
 208   0.399052E+01   0.612204E-01
 209   0.437552E+01   0.586894E-01
 210   0.479767E+01   0.561260E-01
 211   0.526054E+01   0.535228E-01
 212   0.576806E+01   0.509340E-01
 213   0.632456E+01   0.483310E-01
 214   0.693474E+01   0.457336E-01
 215   0.760379E+01   0.431618E-01
