#  i        E [GeV]   yield [GeV^-1 ann^-1]
 216   0.833739E+01   0.345637E+00
 217   0.914176E+01   0.283771E+00
 218   0.100237E+02   0.231711E+00
 219   0.109908E+02   0.188146E+00
 220   0.120512E+02   0.151949E+00
 221   0.132139E+02   0.122264E+00
 222   0.144887E+02   0.980400E-01
 223   0.158866E+02   0.782178E-01
 224   0.174193E+02   0.620913E-01
 225   0.190999E+02   0.490510E-01
 226   0.209426E+02   0.386821E-01
 227   0.229631E+02   0.305055E-01
 228   0.251785E+02   0.240012E-01
 229   0.276077E+02   0.188598E-01
 230   0.302712E+02   0.148249E-01
 231   0.331917E+02   0.117292E-01
 232   0.363940E+02   0.935750E-02
 233   0.399052E+02   0.751678E-02
 234   0.437552E+02   0.609438E-02
 235   0.479767E+02   0.499830E-02
 236   0.526054E+02   0.416776E-02
 237   0.576806E+02   0.353284E-02
 238   0.632456E+02   0.303367E-02
 239   0.693474E+02   0.263938E-02
 240   0.760379E+02   0.232557E-02
 241   0.833739E+02   0.207450E-02
 242   0.914176E+02   0.187003E-02
 243   0.100237E+03   0.169934E-02
 244   0.109908E+03   0.155708E-02
 245   0.120512E+03   0.143927E-02
 246   0.132139E+03   0.134503E-02
 247   0.144887E+03   0.127483E-02
 248   0.158866E+03   0.122460E-02
 249   0.174193E+03   0.104306E-02
 250   0.190999E+03   0.707778E-03
