#  i        E [GeV]   yield [GeV^-1 ann^-1]
 175   0.190999E+00   0.605972E+02
 176   0.209426E+00   0.580637E+02
 177   0.229631E+00   0.554320E+02
 178   0.251785E+00   0.527390E+02
 179   0.276077E+00   0.500076E+02
 180   0.302712E+00   0.472594E+02
 181   0.331917E+00   0.445017E+02
 182   0.363940E+00   0.417496E+02
 183   0.399052E+00   0.390375E+02
 184   0.437552E+00   0.363800E+02
 185   0.479767E+00   0.337883E+02
 186   0.526054E+00   0.312506E+02
 187   0.576806E+00   0.287749E+02
 188   0.632456E+00   0.263892E+02
 189   0.693474E+00   0.241063E+02
 190   0.760379E+00   0.219368E+02
 191   0.833739E+00   0.198742E+02
 192   0.914176E+00   0.179220E+02
 193   0.100237E+01   0.160955E+02
 194   0.109908E+01   0.143943E+02
 195   0.120512E+01   0.128172E+02
 196   0.132139E+01   0.113565E+02
 197   0.144887E+01   0.100166E+02
 198   0.158866E+01   0.880450E+01
 199   0.174193E+01   0.771532E+01
 200   0.190999E+01   0.674134E+01
 201   0.209426E+01   0.586907E+01
 202   0.229631E+01   0.508584E+01
 203   0.251785E+01   0.438712E+01
 204   0.276077E+01   0.376630E+01
 205   0.302712E+01   0.321704E+01
 206   0.331917E+01   0.273323E+01
 207   0.363940E+01   0.231038E+01
 208   0.399052E+01   0.194243E+01
 209   0.437552E+01   0.162389E+01
 210   0.479767E+01   0.134960E+01
 211   0.526054E+01   0.111533E+01
 212   0.576806E+01   0.916641E+00
 213   0.632456E+01   0.748528E+00
 214   0.693474E+01   0.607065E+00
 215   0.760379E+01   0.488715E+00
 216   0.833739E+01   0.390971E+00
 217   0.914176E+01   0.310890E+00
 218   0.100237E+02   0.245268E+00
 219   0.109908E+02   0.191872E+00
 220   0.120512E+02   0.148745E+00
 221   0.132139E+02   0.114551E+00
 222   0.144887E+02   0.876782E-01
 223   0.158866E+02   0.664267E-01
 224   0.174193E+02   0.497680E-01
 225   0.190999E+02   0.368389E-01
 226   0.209426E+02   0.270649E-01
 227   0.229631E+02   0.197454E-01
 228   0.251785E+02   0.142057E-01
 229   0.276077E+02   0.100634E-01
 230   0.302712E+02   0.700840E-02
 231   0.331917E+02   0.483835E-02
 232   0.363940E+02   0.330781E-02
 233   0.399052E+02   0.221413E-02
 234   0.437552E+02   0.144693E-02
 235   0.479767E+02   0.919655E-03
 236   0.526054E+02   0.576968E-03
 237   0.576806E+02   0.358990E-03
 238   0.632456E+02   0.216830E-03
 239   0.693474E+02   0.126745E-03
 240   0.760379E+02   0.713977E-04
 241   0.833739E+02   0.397021E-04
 242   0.914176E+02   0.214065E-04
 243   0.100237E+03   0.104359E-04
 244   0.109908E+03   0.430378E-05
 245   0.120512E+03   0.131277E-05
 246   0.132139E+03   0.308131E-06
 247   0.144887E+03   0.571197E-07
 248   0.158866E+03   0.216511E-08
 249   0.174193E+03   0.837710E-10
 250   0.190999E+03   0.000000E+00
