#  i        E [GeV]   yield [GeV^-1 ann^-1]
 216   0.833739E+01   0.658307E-01
 217   0.914176E+01   0.581797E-01
 218   0.100237E+02   0.510901E-01
 219   0.109908E+02   0.445678E-01
 220   0.120512E+02   0.386155E-01
 221   0.132139E+02   0.332291E-01
 222   0.144887E+02   0.283964E-01
 223   0.158866E+02   0.241262E-01
 224   0.174193E+02   0.203863E-01
 225   0.190999E+02   0.171330E-01
 226   0.209426E+02   0.143072E-01
 227   0.229631E+02   0.118435E-01
 228   0.251785E+02   0.967394E-02
 229   0.276077E+02   0.776205E-02
 230   0.302712E+02   0.608773E-02
 231   0.331917E+02   0.465976E-02
 232   0.363940E+02   0.350069E-02
 233   0.399052E+02   0.257333E-02
 234   0.437552E+02   0.184382E-02
 235   0.479767E+02   0.128034E-02
 236   0.526054E+02   0.864095E-03
 237   0.576806E+02   0.567672E-03
 238   0.632456E+02   0.357840E-03
 239   0.693474E+02   0.215002E-03
 240   0.760379E+02   0.122517E-03
 241   0.833739E+02   0.681317E-04
 242   0.914176E+02   0.370779E-04
 243   0.100237E+03   0.190222E-04
 244   0.109908E+03   0.913786E-05
 245   0.120512E+03   0.407076E-05
 246   0.132139E+03   0.179313E-05
 247   0.144887E+03   0.729085E-06
 248   0.158866E+03   0.229151E-06
 249   0.174193E+03   0.402819E-07
 250   0.190999E+03   0.200095E-08
