#  i        E [GeV]   yield [GeV^-1 ann^-1]
 216   0.833739E+01   0.314733E+00
 217   0.914176E+01   0.247703E+00
 218   0.100237E+02   0.193936E+00
 219   0.109908E+02   0.151068E+00
 220   0.120512E+02   0.117101E+00
 221   0.132139E+02   0.907082E-01
 222   0.144887E+02   0.702760E-01
 223   0.158866E+02   0.543000E-01
 224   0.174193E+02   0.418834E-01
 225   0.190999E+02   0.322919E-01
 226   0.209426E+02   0.250570E-01
 227   0.229631E+02   0.196094E-01
 228   0.251785E+02   0.154508E-01
 229   0.276077E+02   0.123064E-01
 230   0.302712E+02   0.995458E-02
 231   0.331917E+02   0.825600E-02
 232   0.363940E+02   0.702981E-02
 233   0.399052E+02   0.611432E-02
 234   0.437552E+02   0.541836E-02
 235   0.479767E+02   0.485763E-02
 236   0.526054E+02   0.431240E-02
 237   0.576806E+02   0.378222E-02
 238   0.632456E+02   0.330511E-02
 239   0.693474E+02   0.287371E-02
 240   0.760379E+02   0.247437E-02
 241   0.833739E+02   0.208696E-02
 242   0.914176E+02   0.170300E-02
 243   0.100237E+03   0.132812E-02
 244   0.109908E+03   0.966741E-03
 245   0.120512E+03   0.625451E-03
 246   0.132139E+03   0.312536E-03
 247   0.144887E+03   0.952337E-04
 248   0.158866E+03   0.122840E-04
 249   0.174193E+03   0.263025E-06
 250   0.190999E+03   0.512972E-08
