#  i        E [GeV]   yield [GeV^-1 ann^-1]
 216   0.833739E+01   0.582931E-01
 217   0.914176E+01   0.519245E-01
 218   0.100237E+02   0.460509E-01
 219   0.109908E+02   0.406577E-01
 220   0.120512E+02   0.357268E-01
 221   0.132139E+02   0.312082E-01
 222   0.144887E+02   0.271076E-01
 223   0.158866E+02   0.234126E-01
 224   0.174193E+02   0.201007E-01
 225   0.190999E+02   0.171488E-01
 226   0.209426E+02   0.145265E-01
 227   0.229631E+02   0.122191E-01
 228   0.251785E+02   0.102001E-01
 229   0.276077E+02   0.844554E-02
 230   0.302712E+02   0.693125E-02
 231   0.331917E+02   0.563014E-02
 232   0.363940E+02   0.452637E-02
 233   0.399052E+02   0.359237E-02
 234   0.437552E+02   0.280897E-02
 235   0.479767E+02   0.215870E-02
 236   0.526054E+02   0.162825E-02
 237   0.576806E+02   0.120430E-02
 238   0.632456E+02   0.868296E-03
 239   0.693474E+02   0.606826E-03
 240   0.760379E+02   0.407849E-03
 241   0.833739E+02   0.264559E-03
 242   0.914176E+02   0.164895E-03
 243   0.100237E+03   0.966524E-04
 244   0.109908E+03   0.521614E-04
 245   0.120512E+03   0.249848E-04
 246   0.132139E+03   0.108495E-04
 247   0.144887E+03   0.426142E-05
 248   0.158866E+03   0.128083E-05
 249   0.174193E+03   0.223066E-06
 250   0.190999E+03   0.818572E-08
