#  i        E [GeV]   yield [GeV^-1 ann^-1]
 216   0.833739E+01   0.487323E+00
 217   0.914176E+01   0.394766E+00
 218   0.100237E+02   0.317836E+00
 219   0.109908E+02   0.254270E+00
 220   0.120512E+02   0.202060E+00
 221   0.132139E+02   0.159843E+00
 222   0.144887E+02   0.125953E+00
 223   0.158866E+02   0.986414E-01
 224   0.174193E+02   0.767721E-01
 225   0.190999E+02   0.593782E-01
 226   0.209426E+02   0.458310E-01
 227   0.229631E+02   0.353206E-01
 228   0.251785E+02   0.270829E-01
 229   0.276077E+02   0.206652E-01
 230   0.302712E+02   0.156956E-01
 231   0.331917E+02   0.119271E-01
 232   0.363940E+02   0.907231E-02
 233   0.399052E+02   0.687307E-02
 234   0.437552E+02   0.518348E-02
 235   0.479767E+02   0.388782E-02
 236   0.526054E+02   0.291085E-02
 237   0.576806E+02   0.216404E-02
 238   0.632456E+02   0.158135E-02
 239   0.693474E+02   0.112659E-02
 240   0.760379E+02   0.772372E-03
 241   0.833739E+02   0.503896E-03
 242   0.914176E+02   0.308760E-03
 243   0.100237E+03   0.171184E-03
 244   0.109908E+03   0.813379E-04
 245   0.120512E+03   0.297035E-04
 246   0.132139E+03   0.838756E-05
 247   0.144887E+03   0.193099E-05
 248   0.158866E+03   0.181082E-06
 249   0.174193E+03   0.184296E-08
 250   0.190999E+03   0.000000E+00
