#  i        E [GeV]   yield [GeV^-1 ann^-1]
 147   0.144887E-01   0.347982E+02
 148   0.158866E-01   0.335518E+02
 149   0.174193E-01   0.324331E+02
 150   0.190999E-01   0.314191E+02
 151   0.209426E-01   0.305290E+02
 152   0.229631E-01   0.297498E+02
 153   0.251785E-01   0.290265E+02
 154   0.276077E-01   0.283451E+02
 155   0.302712E-01   0.276954E+02
 156   0.331917E-01   0.270935E+02
 157   0.363940E-01   0.265299E+02
 158   0.399052E-01   0.259642E+02
 159   0.437552E-01   0.253910E+02
 160   0.479767E-01   0.248073E+02
 161   0.526054E-01   0.242238E+02
 162   0.576806E-01   0.236331E+02
 163   0.632456E-01   0.230163E+02
 164   0.693474E-01   0.223745E+02
 165   0.760379E-01   0.217097E+02
 166   0.833739E-01   0.210280E+02
 167   0.914176E-01   0.203266E+02
 168   0.100237E+00   0.196018E+02
 169   0.109908E+00   0.188571E+02
 170   0.120512E+00   0.180970E+02
 171   0.132139E+00   0.173260E+02
 172   0.144887E+00   0.165413E+02
 173   0.158866E+00   0.157500E+02
 174   0.174193E+00   0.149564E+02
 175   0.190999E+00   0.141645E+02
 176   0.209426E+00   0.133743E+02
 177   0.229631E+00   0.125876E+02
 178   0.251785E+00   0.118138E+02
 179   0.276077E+00   0.110559E+02
 180   0.302712E+00   0.103164E+02
 181   0.331917E+00   0.959503E+01
 182   0.363940E+00   0.889297E+01
 183   0.399052E+00   0.821805E+01
 184   0.437552E+00   0.757157E+01
 185   0.479767E+00   0.695461E+01
 186   0.526054E+00   0.636604E+01
 187   0.576806E+00   0.580614E+01
 188   0.632456E+00   0.527949E+01
 189   0.693474E+00   0.478606E+01
 190   0.760379E+00   0.432543E+01
 191   0.833739E+00   0.389535E+01
 192   0.914176E+00   0.349585E+01
 193   0.100237E+01   0.312791E+01
 194   0.109908E+01   0.279026E+01
 195   0.120512E+01   0.248152E+01
 196   0.132139E+01   0.219960E+01
 197   0.144887E+01   0.194316E+01
 198   0.158866E+01   0.171165E+01
 199   0.174193E+01   0.150322E+01
 200   0.190999E+01   0.131611E+01
 201   0.209426E+01   0.114860E+01
 202   0.229631E+01   0.999212E+00
 203   0.251785E+01   0.866621E+00
 204   0.276077E+01   0.749278E+00
 205   0.302712E+01   0.645726E+00
 206   0.331917E+01   0.554622E+00
 207   0.363940E+01   0.474806E+00
 208   0.399052E+01   0.405118E+00
 209   0.437552E+01   0.344442E+00
 210   0.479767E+01   0.291759E+00
 211   0.526054E+01   0.246280E+00
 212   0.576806E+01   0.207138E+00
 213   0.632456E+01   0.173550E+00
 214   0.693474E+01   0.144819E+00
 215   0.760379E+01   0.120341E+00
 216   0.833739E+01   0.997859E-01
 217   0.914176E+01   0.824906E-01
 218   0.100237E+02   0.678317E-01
 219   0.109908E+02   0.554840E-01
 220   0.120512E+02   0.451703E-01
 221   0.132139E+02   0.366567E-01
 222   0.144887E+02   0.296749E-01
 223   0.158866E+02   0.239230E-01
 224   0.174193E+02   0.192172E-01
 225   0.190999E+02   0.153961E-01
 226   0.209426E+02   0.123334E-01
 227   0.229631E+02   0.989932E-02
 228   0.251785E+02   0.795149E-02
 229   0.276077E+02   0.640195E-02
 230   0.302712E+02   0.517632E-02
 231   0.331917E+02   0.422432E-02
 232   0.363940E+02   0.348559E-02
 233   0.399052E+02   0.290498E-02
 234   0.437552E+02   0.244916E-02
 235   0.479767E+02   0.209053E-02
 236   0.526054E+02   0.181038E-02
 237   0.576806E+02   0.158834E-02
 238   0.632456E+02   0.140721E-02
 239   0.693474E+02   0.125770E-02
 240   0.760379E+02   0.113238E-02
 241   0.833739E+02   0.102543E-02
 242   0.914176E+02   0.933424E-03
 243   0.100237E+03   0.852533E-03
 244   0.109908E+03   0.781129E-03
 245   0.120512E+03   0.718302E-03
 246   0.132139E+03   0.664913E-03
 247   0.144887E+03   0.619600E-03
 248   0.158866E+03   0.579516E-03
 249   0.174193E+03   0.475987E-03
 250   0.190999E+03   0.303446E-03
