#  i        E [GeV]   yield [GeV^-1 ann^-1]
  97   0.144887E-03   0.242615E+03
  98   0.158866E-03   0.224864E+03
  99   0.174193E-03   0.208347E+03
 100   0.190999E-03   0.193093E+03
 101   0.209426E-03   0.178928E+03
 102   0.229631E-03   0.165597E+03
 103   0.251785E-03   0.153277E+03
 104   0.276077E-03   0.141892E+03
 105   0.302712E-03   0.131348E+03
 106   0.331917E-03   0.121623E+03
 107   0.363940E-03   0.112417E+03
 108   0.399052E-03   0.103982E+03
 109   0.437552E-03   0.962063E+02
 110   0.479767E-03   0.889633E+02
 111   0.526054E-03   0.822271E+02
 112   0.576806E-03   0.759636E+02
 113   0.632456E-03   0.700742E+02
 114   0.693474E-03   0.645768E+02
 115   0.760379E-03   0.594831E+02
 116   0.833739E-03   0.547261E+02
 117   0.914176E-03   0.503321E+02
 118   0.100237E-02   0.462967E+02
 119   0.109908E-02   0.425816E+02
 120   0.120512E-02   0.391570E+02
 121   0.132139E-02   0.360335E+02
 122   0.144887E-02   0.331225E+02
 123   0.158866E-02   0.304423E+02
 124   0.174193E-02   0.279790E+02
 125   0.190999E-02   0.257147E+02
 126   0.209426E-02   0.236338E+02
 127   0.229631E-02   0.217134E+02
 128   0.251785E-02   0.199471E+02
 129   0.276077E-02   0.183197E+02
 130   0.302712E-02   0.168176E+02
 131   0.331917E-02   0.154312E+02
 132   0.363940E-02   0.141755E+02
 133   0.399052E-02   0.130134E+02
 134   0.437552E-02   0.119401E+02
 135   0.479767E-02   0.109544E+02
 136   0.526054E-02   0.100490E+02
 137   0.576806E-02   0.921650E+01
 138   0.632456E-02   0.845296E+01
 139   0.693474E-02   0.775039E+01
 140   0.760379E-02   0.710320E+01
 141   0.833739E-02   0.651439E+01
 142   0.914176E-02   0.597160E+01
 143   0.100237E-01   0.547202E+01
 144   0.109908E-01   0.501149E+01
 145   0.120512E-01   0.458591E+01
 146   0.132139E-01   0.418983E+01
 147   0.144887E-01   0.382699E+01
 148   0.158866E-01   0.349683E+01
 149   0.174193E-01   0.319659E+01
 150   0.190999E-01   0.292304E+01
 151   0.209426E-01   0.267220E+01
 152   0.229631E-01   0.244413E+01
 153   0.251785E-01   0.223681E+01
 154   0.276077E-01   0.204739E+01
 155   0.302712E-01   0.187376E+01
 156   0.331917E-01   0.171642E+01
 157   0.363940E-01   0.157257E+01
 158   0.399052E-01   0.144087E+01
 159   0.437552E-01   0.132116E+01
 160   0.479767E-01   0.121281E+01
 161   0.526054E-01   0.111350E+01
 162   0.576806E-01   0.102306E+01
 163   0.632456E-01   0.940543E+00
 164   0.693474E-01   0.865173E+00
 165   0.760379E-01   0.796395E+00
 166   0.833739E-01   0.734384E+00
 167   0.914176E-01   0.677735E+00
 168   0.100237E+00   0.625806E+00
 169   0.109908E+00   0.578443E+00
 170   0.120512E+00   0.535416E+00
 171   0.132139E+00   0.496228E+00
 172   0.144887E+00   0.460598E+00
 173   0.158866E+00   0.428079E+00
 174   0.174193E+00   0.398385E+00
 175   0.190999E+00   0.371270E+00
 176   0.209426E+00   0.346678E+00
 177   0.229631E+00   0.324282E+00
 178   0.251785E+00   0.303870E+00
 179   0.276077E+00   0.285182E+00
 180   0.302712E+00   0.268039E+00
 181   0.331917E+00   0.252698E+00
 182   0.363940E+00   0.238673E+00
 183   0.399052E+00   0.225814E+00
 184   0.437552E+00   0.214066E+00
 185   0.479767E+00   0.203356E+00
 186   0.526054E+00   0.193705E+00
 187   0.576806E+00   0.184918E+00
 188   0.632456E+00   0.176845E+00
 189   0.693474E+00   0.169429E+00
 190   0.760379E+00   0.162635E+00
 191   0.833739E+00   0.156648E+00
 192   0.914176E+00   0.151105E+00
 193   0.100237E+01   0.146032E+00
 194   0.109908E+01   0.141368E+00
 195   0.120512E+01   0.137042E+00
 196   0.132139E+01   0.133175E+00
 197   0.144887E+01   0.129554E+00
 198   0.158866E+01   0.126181E+00
 199   0.174193E+01   0.122969E+00
 200   0.190999E+01   0.119833E+00
 201   0.209426E+01   0.116852E+00
 202   0.229631E+01   0.113993E+00
 203   0.251785E+01   0.111125E+00
 204   0.276077E+01   0.108241E+00
 205   0.302712E+01   0.105340E+00
 206   0.331917E+01   0.102453E+00
 207   0.363940E+01   0.995401E-01
 208   0.399052E+01   0.965544E-01
 209   0.437552E+01   0.935140E-01
 210   0.479767E+01   0.904256E-01
 211   0.526054E+01   0.872634E-01
 212   0.576806E+01   0.840982E-01
 213   0.632456E+01   0.808745E-01
 214   0.693474E+01   0.776090E-01
 215   0.760379E+01   0.743192E-01
 216   0.833739E+01   0.709958E-01
 217   0.914176E+01   0.676726E-01
 218   0.100237E+02   0.643386E-01
 219   0.109908E+02   0.610021E-01
 220   0.120512E+02   0.576747E-01
 221   0.132139E+02   0.543464E-01
 222   0.144887E+02   0.509959E-01
 223   0.158866E+02   0.476763E-01
 224   0.174193E+02   0.444142E-01
 225   0.190999E+02   0.412282E-01
 226   0.209426E+02   0.380947E-01
 227   0.229631E+02   0.350051E-01
 228   0.251785E+02   0.320088E-01
 229   0.276077E+02   0.291078E-01
 230   0.302712E+02   0.263053E-01
 231   0.331917E+02   0.235907E-01
 232   0.363940E+02   0.209596E-01
 233   0.399052E+02   0.184649E-01
 234   0.437552E+02   0.161165E-01
 235   0.479767E+02   0.139213E-01
 236   0.526054E+02   0.118742E-01
 237   0.576806E+02   0.998363E-02
 238   0.632456E+02   0.827237E-02
 239   0.693474E+02   0.674000E-02
 240   0.760379E+02   0.538371E-02
 241   0.833739E+02   0.420152E-02
 242   0.914176E+02   0.319802E-02
 243   0.100237E+03   0.236355E-02
 244   0.109908E+03   0.168487E-02
 245   0.120512E+03   0.114752E-02
 246   0.132139E+03   0.745288E-03
 247   0.144887E+03   0.461903E-03
 248   0.158866E+03   0.269185E-03
 249   0.174193E+03   0.148370E-03
 250   0.190999E+03   0.845939E-04
